id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident
269408,6523,00A,80,80,ASPH-G,1,0,H1
255155,6524,00AK,2500,70,GRVL,0,0,N
254165,6525,00AL,2300,200,TURF,0,0,1
506792,506791,00AN,4517,60,GVL,0,0,3
270932,6526,00AR,40,40,GRASS,0,0,H1
322128,322127,00AS,1450,60,Turf,0,0,1
257681,6527,00AZ,1700,60,GRAVEL,0,0,15
245528,6528,00CA,6000,80,ASPH,0,0,4
250597,6529,00CO,3900,20,TURF-G,0,0,16
247972,6531,00FA,3200,100,TURF,0,0,8
265037,6532,00FD,74,74,TURF,0,0,H1
250414,6533,00FL,4090,100,TURF,0,0,12
253429,6534,00GA,2600,80,TURF,0,0,9
265038,6535,00GE,125,95,ASPH,1,0,H1
265039,6536,00HI,1155,45,ASPH-G,0,0,H1
246648,6537,00ID,3300,40,TURF,0,0,8
246649,6537,00ID,2700,40,TURF,0,0,11
252182,6539,00IL,2500,75,TURF-F,0,0,18
265040,6540,00IN,40,40,MATS,1,0,H1
254597,6541,00IS,1600,70,TURF,0,0,9
256603,6542,00KS,2600,85,TURF,0,0,17
251984,6543,00KY,2100,100,TURF,0,0,1
264322,45437,00LA,40,40,TURF,0,0,H1
265041,6544,00LL,25,25,CONC,0,0,H1
255958,6545,00LS,2600,100,TURF,0,0,18
255848,6546,00MD,1700,75,TURF,0,0,14
265042,6547,00MI,100,100,TURF,0,0,H1
255865,6548,00MN,2949,200,TURF-G,1,0,6
254820,6549,00MO,2400,25,TURF,0,0,8
249208,6551,00N,1900,150,TURF-G,1,0,18
249382,6552,00NC,2650,36,ASPH-G,0,0,5
269409,6553,00NJ,50,50,ASPH,0,0,H1
506040,506039,00NR,50,50,CON,1,0,H1
248635,6554,00NY,2350,80,TURF,1,0,3
255568,6555,00OH,2695,90,TURF-G,0,0,8
269410,6556,00OI,42,42,CONC,0,0,H1
328512,328503,00OK,2200,60,Turf/Dirt,0,0,17
269411,6558,00PA,80,80,TURF-G,0,0,H1
264557,45773,00PN,500,75,TURF,0,0,12
251695,6559,00PS,3100,100,TURF-G,0,0,8
250124,6560,00S,2600,90,TURF-P,0,0,6
250457,6561,00SC,2900,100,TURF,0,0,8
330392,330391,00SD,2400,50,Turf,0,0,18
269412,6562,00TA,85,85,CONC-G,0,0,H1
269413,6563,00TE,48,48,TURF,0,0,H1
251439,6564,00TN,1800,150,TURF,0,0,9
248688,6565,00TS,1200,45,TURF,0,0,1
269414,6566,00TX,50,50,CONC,0,0,H1
251342,6568,00VA,1300,100,TURF,0,0,1
247311,6569,00VI,1500,50,TURF,0,0,9
254777,6570,00W,3400,50,GRAVEL-F,0,0,14
247637,6571,00WA,1105,70,TURF-G,0,0,8
240309,6572,00WI,1000,60,TURF,0,0,9
250630,6573,00WN,1440,50,TURF-G,0,0,5
251212,6574,00WV,1800,100,TURF,0,0,5
253285,6575,00XS,1475,75,TURF-F,0,0,17
252236,6576,01A,1175,40,GRAVEL-F,0,0,8
265043,6577,01AK,40,40,CONC,1,0,H1
252134,6578,01AL,2500,160,TURF,1,0,N
265044,6579,01AR,55,55,CONC,1,0,H1
265045,6580,01AZ,210,150,TURF,0,0,H1
256815,6581,01C,2517,120,TURF-G,1,0,9
265046,6582,01CA,20,20,ASPH,0,0,H1
246361,6583,01CL,3100,50,ASPH-TRTD,1,0,9
265047,6584,01CN,60,60,ASPH,0,0,H1
265048,6585,01CO,125,40,ASPH,0,0,H1
265049,6586,01CT,70,70,TURF-GRVL,0,0,H1
256042,6587,01FA,2000,100,TURF,0,0,10
256043,6587,01FA,1500,100,TURF,0,0,18
265050,6588,01FD,110,110,CONC,0,0,H1
254779,6589,01FL,3000,50,TURF,1,0,18
265051,6590,01GA,65,65,CONC,0,0,H1
251847,6591,01GE,2560,75,TURF,0,0,10
253118,6592,01IA,2575,50,TURF-F,1,0,17
258036,6530,01ID,2894,100,TURF-F,0,0,14
265052,6594,01IL,416,216,TURF,0,0,H1
265053,6595,01IN,45,45,ASPH,0,0,H1
252362,6596,01IS,1300,100,TURF,0,0,9
254664,6597,01J,3365,125,TURF-P,1,0,18
249830,6598,01K,2460,110,TURF-G,1,0,17
255679,6599,01KS,2400,100,TURF,0,0,18
265054,6600,01KY,40,40,CONC,0,0,H1
253175,6601,01LA,2000,60,TURF,0,0,9
253330,6602,01LL,1600,70,TURF,0,0,2
240115,6603,01LS,1800,150,TURF,0,0,9
265055,6604,01MA,32,32,TURF,0,0,H1
257883,6605,01MD,3500,100,WATER,0,0,16
256660,6606,01ME,5000,500,WATER,0,0,2
256661,6606,01ME,5000,500,WATER,0,0,15
265056,6607,01MI,50,50,CONC,0,0,H1
249395,6608,01MN,10000,600,WATER,0,0,E
249396,6608,01MN,10000,600,WATER,0,0,NW
269415,6609,01MO,37,37,CONC,0,0,H1
243448,6610,01MT,5000,70,ASPH-G,0,0,13
356170,356169,01MU,54,54,CON,0,0,H1
246908,6611,01NC,3200,75,TURF,1,0,3
246909,6611,01NC,2000,75,ASPH-TURF,0,0,18
252153,6612,01NE,2750,50,TURF,0,0,10
249329,6613,01NH,600,50,TURF,0,0,17
269416,6614,01NJ,125,80,ASPH,0,0,H1
264064,45537,01NM,2700,70,DIRT,0,0,2
269417,45537,01NM,2000,70,DIRT,0,0,9
506123,506122,01NR,50,50,Turf,0,0,H1
250998,6615,01NV,2000,60,GRVL,0,0,18
269418,6616,01NY,100,75,ASPH,0,0,H1
347921,347920,01OH,100,100,CON,1,0,H1
269419,6617,01OI,30,30,CONC-G,0,0,H1
253176,6618,01OK,2640,25,ASPH,1,0,17
345167,345166,01OL,1600,75,Turf,0,0,5
249546,6619,01OR,4800,60,GRVL-DIRT,0,0,7
269420,6620,01PA,60,60,TURF,0,0,H1
254074,6621,01PN,1700,100,TURF,0,0,6
255854,6622,01PS,1200,120,TURF-G,0,0,3
255011,6623,01SC,2580,118,TURF-F,1,0,18
269421,6624,01TA,30,30,CONC,0,0,H1
253218,6625,01TE,2433,55,TURF-F,0,0,4
255290,6626,01TN,2700,100,TURF,0,0,18
254937,6628,01TX,500,60,TURF,0,0,9
254938,6628,01TX,700,60,TURF,0,0,18
248178,6629,01U,2700,75,DIRT-P,0,0,3
248179,6629,01U,3400,80,DIRT-P,0,0,15
250607,6630,01UT,3200,40,DIRT-P,0,0,E
248071,6631,01VA,1500,60,TURF,0,0,3
269422,6632,01WA,36,36,CONC,0,0,H1
239731,6633,01WI,2300,120,TURF,0,0,1
269423,6634,01WN,40,40,ASPH,1,0,H1
264636,45900,01WT,28,28,CONC-G,0,0,H1
256957,6635,01WY,4360,75,DIRT-TURF-G,0,0,12
256958,6635,01WY,2600,65,DIRT-TURF-G,0,0,16
270898,46288,01XA,50,50,CONC,1,0,H1
269424,6636,01XS,50,50,CONC,0,0,H1
253115,6637,02AK,2200,45,GRVL,0,0,15
254694,6638,02AL,2000,150,TURF,0,0,18
247597,43030,02AR,4400,45,ASPH-G,0,0,7
250723,6640,02AZ,4500,80,TURF,0,0,17
265057,6641,02CA,55,55,PSP,0,0,H1
252831,6642,02CD,2500,100,CONC-TURF,0,0,15
249787,6643,02CL,3000,60,DIRT,0,0,16
255048,6644,02CO,2670,50,GRAVEL,0,0,17
265058,6645,02CT,50,50,ASPH,0,0,H1
246559,6646,02FA,2485,150,TURF,0,0,18
341547,341544,02FD,3443,150,Turf,0,0,1
264162,45347,02FL,1800,100,TURF-F,0,0,12
255300,6648,02GA,1200,100,TURF,0,0,8
255301,6648,02GA,1500,100,TURF,0,0,13
256885,6649,02GE,3400,100,TURF,0,0,9
265059,6650,02HI,100,100,CONC,0,0,H1
265060,6651,02IA,50,50,CONC,0,0,H1
252347,6652,02ID,2000,100,TURF,0,0,NE
250386,6653,02II,1100,100,TURF,0,0,10
252716,6654,02IN,1020,150,TURF,0,0,9
265061,6655,02IS,40,40,MATS,0,0,H1
248000,6656,02KS,1650,100,TURF,0,0,11
248001,6656,02KS,1950,150,TURF,0,0,18
265062,6657,02KY,100,100,CONC,0,0,H1
265063,6658,02LA,20,20,CONC,0,0,H1
265064,6659,02LS,24,24,CONC,0,0,H1
265065,6660,02MA,50,50,ASPH,0,0,H1
506080,322099,02MD,2000,75,Turf,0,0,9
250960,6661,02ME,2400,60,TURF,0,0,14
254744,6662,02MI,2000,100,TURF,0,0,9
254275,6663,02MN,1897,192,TURF-P,0,0,3
254276,6663,02MN,2500,192,TURF-F,0,0,12
254277,6663,02MN,2553,82,TURF-P,0,0,13
254497,6664,02MO,2200,50,TURF-G,0,0,8
254981,6665,02MS,2150,60,TURF-F,0,0,12
247902,6667,02MU,1900,125,TURF,0,0,N
264707,45686,02NC,100,100,TURF,0,0,H1
247920,6669,02NH,3000,300,WATER,0,0,18W
269425,6669,02NH,20,20,TURF,0,0,H1
506037,506036,02NR,50,50,Turf,0,0,H1
254643,6671,02NV,2200,50,TURF,0,0,9
269426,6672,02NY,25,25,TURF,0,0,H1
256138,6673,02OH,2750,50,TURF,0,0,9
246764,6674,02OI,1500,75,TURF,0,0,E
256203,6676,02OR,2000,30,TURF,0,0,E
269427,6677,02P,100,100,TURF-G,1,0,H1
269428,6678,02PA,60,50,TURF-GRVL,0,0,H1
269429,6679,02PN,40,40,ASPH,0,0,H1
249606,6680,02PR,2000,50,TURF,0,0,6
256249,6681,02PS,500,100,TURF,0,0,1
254954,6682,02SC,3600,150,TURF-G,0,0,4
256315,6683,02T,4050,60,DIRT-G,0,0,2
269430,6684,02TA,32,32,CONC,0,0,H1
269431,6685,02TE,40,40,CONC,1,0,H1
257585,6686,02TN,1600,120,TURF,0,0,11
253685,6688,02TX,4800,80,TURF,0,0,17
256179,6689,02UT,4000,30,DIRT,0,0,7
256180,6689,02UT,4000,50,DIRT-P,0,0,16
247487,6690,02VA,3000,80,TURF,0,0,18
253964,6692,02WA,2650,50,TURF,0,0,16
253202,6693,02WI,2200,60,TURF,0,0,18
251734,6694,02WN,1500,30,DIRT,0,0,13
330469,330393,02XA,1950,50,Turf,0,0,18
251224,6695,02XS,1500,40,TURF,0,0,2
251225,6695,02XS,1320,40,TURF,0,0,11
248733,6696,03AK,1000,70,DIRT,0,0,7
248735,6696,03AK,6000,500,WATER,0,0,N
248734,6696,03AK,2600,500,WATER,0,0,NE
265066,6697,03AL,50,50,CONC,1,0,H1
265067,6698,03AR,117,117,CONC,1,0,H1
248069,6699,03AZ,3600,60,DIRT,1,0,E
265068,6700,03CA,40,40,CONC,1,0,H1
245857,6701,03CO,4000,30,ASPH-G,0,0,13
248602,6702,03FA,2000,200,TURF,0,0,E
258132,6703,03FD,2000,50,TURF-G,0,0,9
265069,6704,03FL,50,40,CONC,0,0,H1
322728,322717,03GA,1990,65,Turf,0,0,10
322729,322717,03GA,1955,60,Turf,0,0,11
255699,6705,03I,2375,90,TURF-G,0,0,13
344643,6706,03IA,2000,150,GRS,0,0,N
254224,6707,03ID,1800,100,TURF,0,0,11
254122,6708,03II,1000,200,TURF,0,0,N
254941,6709,03IL,2600,105,TURF,0,0,18
265070,6711,03IS,40,40,CONC,0,0,H1
265071,6712,03KS,25,25,GRAVEL,0,0,H1
250552,6713,03KY,2300,80,TURF,0,0,3
265072,6714,03LA,60,60,TURF,0,0,H1
265073,6715,03LS,40,40,CONC,1,0,H1
258174,6716,03M,3800,200,WATER,0,0,2
256543,6717,03MA,1600,60,TURF,0,0,12
265074,6718,03MD,50,50,CONC,1,0,H1
251983,6719,03ME,2400,90,TURF,0,0,18
265075,6720,03MI,20,20,TURF,0,0,H1
254015,6721,03MN,1940,75,TURF,0,0,17
256583,6722,03MO,2200,50,TURF,0,0,15
265076,6723,03MS,60,60,CONC,0,0,H1
252674,6725,03MU,2400,24,ASPH,1,0,17
247862,4650,03N,2400,50,GRVL,0,0,7
255474,6726,03NC,2750,40,ASPH-G,0,0,9
253422,6727,03ND,2600,50,TURF,0,0,17
248631,6728,03NE,2200,200,TURF,0,0,1
269432,6729,03NH,12,80,ASPH,0,0,H1
250930,6731,03NV,3200,30,TURF-P,0,0,18
256491,6732,03NY,2000,75,TURF,0,0,16
247680,6733,03OH,2100,60,TURF,0,0,N
247679,6733,03OH,2200,60,TURF,0,0,NE
269433,6734,03OI,60,60,CONC,0,0,H1
248677,6735,03OK,1200,50,TURF,0,0,18
348549,348548,03OL,1900,30,Turf,0,0,18
250205,6736,03OR,2950,60,CONC,0,0,7
269434,6737,03PA,130,80,ASPH,0,0,H1
269435,6738,03PN,100,100,TURF,0,0,H1
322893,322892,03PR,2926,65,Turf,0,0,9
254174,6739,03PS,675,90,TURF-G,0,0,14
254175,6739,03PS,925,90,TURF-G,0,0,16
254176,6739,03PS,1130,90,TURF-G,0,0,18
252715,6740,03S,2115,100,TURF-G,0,0,8
269436,6741,03SC,40,40,CONC,1,0,H1
256656,6743,03TE,3500,100,TURF,0,0,12
269437,6744,03TN,20,20,TURF,0,0,H1
269438,6745,03TS,90,90,ASPH,0,0,H1
341552,341551,03TT,3000,50,Turf,0,0,18
269439,6746,03TX,150,150,TURF,0,0,H1
256580,6747,03UT,5000,35,GRAVEL,0,0,NE
256581,6747,03UT,3250,35,GRAVEL,0,0,NW
252650,6749,03WA,2800,60,GRAVEL,0,0,18
254284,6750,03WI,1500,60,TURF,0,0,N
257028,6751,03WN,2000,70,GRVL,0,0,7
345758,345757,03XA,54,54,CON,0,0,H1
255081,6752,03XS,3200,50,TURF-DIRT,0,0,4
255082,6752,03XS,1600,50,TURF,0,0,15
325444,325443,04AA,1300,100,Turf,0,0,16
325445,325443,04AA,825,68,Turf,0,0,5
265077,6753,04AL,100,100,ASPH,0,0,H1
265078,6754,04AR,40,40,ASPH,1,0,H1
240582,6756,04CA,5000,150,ASPH,0,0,8
253718,6757,04CL,1900,100,GRVL-DIRT,0,0,8
265079,6758,04CT,50,100,TURF,0,0,H1
328589,6759,04F,2400,20,ASP,0,1,15
248386,6760,04FA,2620,212,TURF,0,0,9
254455,6761,04FL,3000,100,TURF,0,0,9
251866,6762,04I,2382,120,TURF-G,1,0,6
250269,6763,04IA,2310,84,TURF-G,0,0,18
248055,6764,04ID,3000,25,DIRT-F,0,0,7
247381,6765,04II,1372,72,TURF,0,0,18
258147,6766,04IL,1700,70,TURF,0,0,N
264167,45410,04IN,4000,1000,WATER,0,0,13W
252471,6767,04IS,2200,150,TURF,0,0,9
265080,6768,04KS,400,60,TURF-GRVL,0,0,H1
249845,6769,04KY,1700,30,ASPH,0,0,15
265081,6770,04LA,40,40,CONC,1,0,H1
256788,6771,04LL,3700,70,TURF,0,0,9
265082,6772,04LS,60,60,CONC-G,0,0,H1
255931,6773,04MA,2100,300,TURF,0,0,16
265083,6774,04MD,50,50,ASPH,1,0,H1
250921,6775,04ME,1950,120,TURF,0,0,15
249123,6776,04MI,2000,100,TURF-G,0,0,18
253156,6777,04MN,2500,150,TURF,0,0,10
247380,6778,04MO,2600,150,TURF,0,0,18
239977,6779,04MS,3400,100,ASPH-TURF,0,0,17
247254,6780,04MT,2100,100,TURF,0,0,E
247255,6780,04MT,1900,100,TURF,0,0,N
269440,6781,04NC,91,35,ASPH,0,0,H1
250070,6782,04NE,2500,100,TURF,0,0,N
249124,6783,04NJ,3500,50,TURF,1,0,8
347888,347887,04NR,78,36,CON,0,0,H1
240873,6784,04NV,3240,45,ASPH,1,0,2
256237,6785,04NY,5200,50,TURF,0,0,2
264637,45733,04OG,50,100,CONC,0,0,H1
257547,6786,04OH,2200,70,TURF,0,0,N
269441,6787,04OK,45,45,CONC,0,0,H1
269442,6789,04PA,100,100,CONC,0,0,H1
269443,6790,04PN,70,70,CONC,0,0,H1
269444,6791,04SC,50,50,CONC,0,0,H1
325774,325773,04SD,46,46,CON,0,0,H1
269445,6792,04TA,60,40,CONC,0,0,H1
269446,6793,04TE,30,30,TURF,0,0,H1
248352,6794,04TN,3000,50,ASPH,0,0,1
269447,6795,04TS,20,20,TURF,0,0,H1
342439,342438,04TT,4645,55,ASP,0,0,18
254703,6796,04TX,2000,50,TURF,0,0,12
251630,6797,04UT,3700,50,DIRT,0,0,4
248135,6798,04V,7745,55,GRVL-G,0,0,10
269448,6799,04VA,50,50,CONC,1,0,H1
249896,6800,04VG,3500,80,TURF-F,0,0,1
249897,6800,04VG,1800,70,TURF-F,0,0,11
252792,6801,04VT,1300,40,TURF,0,0,6
253744,6802,04W,2751,75,ASPH-G,1,0,6
257588,6803,04WA,1800,60,TURF,0,0,N
252584,6804,04WI,1800,100,TURF,0,0,9
264555,45903,04WN,4100,60,ASPH,0,0,11
269449,6805,04WV,40,40,CONC,0,0,H1
269450,6806,04XS,80,60,ASPH,0,0,H1
249330,6807,05AK,2000,75,TURF-GRVL,0,0,1
265084,6808,05AL,1600,50,ASPH,0,0,H1
265085,6808,05AL,1600,50,ASPH,0,0,H2
265086,6808,05AL,1600,50,ASPH,0,0,H3
265087,6808,05AL,1600,50,ASPH,0,0,H4
265088,6808,05AL,1600,50,ASPH,0,0,H5
265089,6808,05AL,1600,50,ASPH,0,0,H6
264096,45302,05AR,2000,100,TURF,0,0,6
265090,6809,05AZ,40,40,CONC,0,0,H1
251991,6810,05B,4000,200,WATER,0,0,NW
265091,6811,05CA,78,78,CONC-G,0,0,H1
240517,6812,05CL,3700,60,ASPH-G,1,0,10
257870,6813,05CO,2650,60,TURF,0,0,18
265092,6814,05CT,50,50,ASPH,0,0,H1
251765,6815,05FA,2950,100,TURF,0,0,8
265093,6816,05FD,95,95,TURF,0,0,H1
258062,6817,05FL,3200,60,TURF,0,0,9
258063,6817,05FL,1600,50,TURF,0,0,15
256136,6818,05GA,2200,60,ASPH,0,0,18
252492,6819,05IA,2450,65,TURF-P,0,0,9
249604,6820,05ID,2000,70,TURF-GRVL,0,0,3
252030,6821,05II,1800,100,TURF,0,0,9
255177,6822,05IL,3200,70,TURF,0,0,10
255557,6823,05IN,2000,100,TURF,0,0,8
252443,6824,05IS,2000,100,TURF,0,0,9
253170,6825,05KS,2350,50,TURF,0,0,17
346027,346026,05KT,600,50,Turf,0,0,9
247089,6826,05KY,1270,150,TURF,0,0,2
248582,6827,05LA,2200,70,TURF,0,0,18
265094,6828,05LL,120,120,ASPH,0,0,H1
239914,6829,05LS,2300,100,TURF,0,0,2
265095,6831,05MA,100,40,ASPH,0,0,H1
256912,6832,05MD,2700,80,TURF,0,0,18
256013,6833,05ME,900,40,TURF,0,0,E
269451,6834,05MO,30,30,CONC-G,0,0,H1
265096,6835,05MS,40,40,CONC,1,0,H1
269452,6836,05NC,40,40,CONC,1,0,H1
248198,6837,05NE,3210,80,TURF,0,0,15
269453,6838,05NH,100,100,TURF,0,0,H1
269454,6839,05NJ,60,60,CONC,1,0,H1
269455,6840,05NY,75,75,ASPH-CONC-G,0,0,H1
347923,347917,05OG,50,50,ASP,1,0,H1
252094,6841,05OI,2000,100,TURF,0,0,9
255593,6842,05OK,2200,90,TURF,0,0,17
252203,6843,05OR,2600,50,TURF,0,0,11
269456,6843,05OR,75,75,TURF,0,0,H1
269457,6844,05PA,70,70,ASPH,0,0,H1
269458,6845,05PN,120,120,ASPH,0,0,H1
251648,6846,05PS,2319,100,TURF,0,0,6
246531,6847,05S,2940,45,TURF-G,0,0,9
252110,6848,05TA,1700,40,TURF-G,0,0,17
249408,6849,05TE,1500,50,TURF,0,0,15
248774,6851,05TS,1700,90,TURF,0,0,17
257314,6852,05TX,2075,50,TURF,0,0,15
242390,6853,05UT,3950,50,ASPH-P,0,0,14
255388,6854,05V,6160,52,DIRT-G,0,0,3
253174,6855,05VA,2000,40,TURF,0,0,18
269459,6856,05VT,80,80,CONC,0,0,H1
269460,6857,05WA,40,40,CONC,0,0,H1
249811,6858,05WI,1800,60,TURF,0,0,E
264540,45907,05WN,1700,50,TURF-GRVL,0,0,9
249655,6859,05XS,2600,100,TURF,0,0,1
252823,6860,05Y,3280,200,TURF-G,1,0,17
264063,45272,06AK,2000,40,GRVL,0,0,2
265097,6861,06AL,1600,75,ASPH,0,0,H1
265098,6861,06AL,1600,75,ASPH,0,0,H2
265099,6861,06AL,1600,75,ASPH,0,0,H3
265100,6861,06AL,1600,75,ASPH,0,0,H4
265101,6861,06AL,1600,75,ASPH,0,0,H5
265102,6861,06AL,1600,75,ASPH,0,0,H6
265103,6861,06AL,1600,75,TURF,0,0,H7
257167,6862,06AR,2900,125,TURF,1,0,16
265104,6863,06AZ,80,80,CONC,1,0,H1
257162,6864,06B,15000,4000,WATER-E,0,0,2
265105,6865,06CA,20,20,CONC,0,0,H1
265106,6866,06CL,46,46,CONC,1,0,H1
249380,6867,06CO,4500,75,TURF,0,0,17
245598,6868,06FA,7003,150,ASPH,1,0,9
255035,6869,06FD,3400,120,TURF,0,0,18
265107,6870,06FL,200,100,TURF,0,0,H1
265108,6871,06GA,300,300,TURF,0,0,H1
247546,6872,06I,16000,3500,WATER,0,0,E
246797,6873,06IA,1750,100,TURF,0,0,9
251133,6874,06ID,2200,80,GRVL-DIRT,0,0,9
251807,6875,06IL,2580,70,TURF,0,0,9
253637,6877,06IS,2600,70,TURF,0,0,18
265109,6878,06KS,25,25,TURF,0,0,H1
265110,6879,06KY,60,60,CONC,0,0,H1
265111,6880,06LA,39,39,CONC,0,0,H1
265112,6881,06LL,40,40,CONC,0,0,H1
265113,6882,06LS,40,40,CONC,0,0,H1
265114,6883,06MA,15,15,ASPH,0,0,H1
265115,6884,06MD,60,60,CONC,1,0,H1
265117,6885,06MI,45,45,CONC,0,0,H1
265116,6885,06MI,45,45,ASPH,0,0,H2
243386,6887,06MO,3000,30,ASPH,1,0,15
258123,6888,06MT,2200,60,TURF,0,0,E
247424,6889,06N,2811,60,ASPH-G,1,0,8
258046,6890,06NC,2600,90,TURF,0,0,9
252568,6891,06ND,2800,50,TURF,0,0,8
269461,6892,06NE,130,95,CONC,0,0,H1
256168,6893,06NH,1900,150,TURF,0,0,17
255352,6895,06NY,2000,75,TURF,0,0,15
269462,6896,06O1,40,40,CONC,0,0,H1
254320,6897,06OH,2400,100,TURF,0,0,9
253246,6898,06OI,2256,45,TURF-F,0,0,9
269463,6899,06OK,300,100,TURF,0,0,H1
253145,6900,06OR,1000,80,GRAVEL,0,0,N
246803,6901,06PA,2965,100,TURF-G,0,0,8
264638,45764,06PN,15,15,CONC,0,0,H1
269464,45764,06PN,80,80,ASPH,0,0,H2
248184,6903,06R,2480,30,ASPH-G,1,0,15
257773,6904,06SN,2400,75,TURF,0,0,17
254861,6905,06TA,1900,15,GRAVEL,0,0,N
245133,6906,06TE,3500,50,ASPH,0,0,8
256454,6907,06TN,2000,50,TURF-F,0,0,5
340869,340868,06TT,3129,75,Turf,0,0,13
255358,6909,06TX,1680,60,TURF,0,0,1
251046,6910,06VA,2000,100,TURF-G,0,0,5
269465,6911,06WA,60,40,ASPH,0,0,H1
257201,15372,06WN,2845,30,ASPH-G,1,0,9
254934,6913,06XS,1750,100,TURF,0,0,16
252720,6914,06Y,2997,60,ASPH-G,1,0,14
265118,6915,07AL,6000,1200,TURF,0,0,H1
252802,6916,07AR,3000,60,TURF,0,0,11
246800,6918,07B,3186,100,TURF-F,0,0,16
265119,6919,07CA,40,40,CONC,0,0,H1
257130,6920,07CL,2220,50,ASPH,1,0,16
254680,6921,07CO,3100,75,TURF,0,0,2
249201,6923,07D,2244,65,TURF-G,1,0,18
245843,6924,07FA,4500,70,ASPH,1,0,4
265120,6926,07FL,67,65,ASPH,0,0,H1
248801,6927,07GA,1700,80,TURF,0,0,9
269466,6928,07I,15000,4000,WATER,0,0,NE
355065,355064,07IA,1600,60,Turf,0,0,18
251119,6929,07ID,3000,75,TURF-DIRT,0,0,NW
265121,6930,07II,60,60,CONC,1,0,H1
247283,6931,07IN,1860,80,TURF,0,0,N
250306,6932,07K,3700,60,CONC-E,1,0,15
254334,6933,07KS,2000,45,TURF,0,0,18
251732,6934,07KY,2000,100,TURF,0,0,11
265122,6935,07LA,30,15,CONC,0,0,H1
265123,6936,07LS,50,50,CONC,0,0,H1
265124,6937,07MA,120,60,TURF,0,0,H1
251186,6938,07MD,1000,70,TURF,0,0,17
265125,6939,07ME,900,200,TURF,0,0,H1
249456,6940,07MI,2904,100,TURF,0,0,9
255461,6941,07MN,2600,50,TURF,0,0,E
251479,6942,07MO,2700,40,TURF-GRVL-F,0,0,17
243729,6943,07MT,13500,300,CONC-G,1,0,10
254978,6944,07N,2200,100,TURF-F,0,0,16
246722,6945,07NC,2000,50,TURF,0,0,8
251305,6946,07NH,2500,200,WATER,0,0,05W
251306,6946,07NH,2500,200,WATER,0,0,17W
269467,6947,07NJ,45,45,ASPH,0,0,H1
269468,6948,07NY,50,50,ASPH,1,0,H1
269469,6949,07OH,30,30,CONC,0,0,H1
255599,6950,07OK,2400,80,TURF,0,0,17
250148,6951,07OR,1200,100,TURF,0,0,17
264527,45747,07PN,1600,100,TURF,0,0,9
349113,349103,07PR,45,45,CON,1,0,H1
253663,6953,07TA,2200,125,TURF,1,1,6
269470,6953,07TA,200,200,CONC-TURF,1,0,H1
245010,6954,07TE,5000,100,ASPH,0,0,13
246384,6955,07TN,1800,75,TURF,0,0,7
258085,6956,07TS,2500,75,TURF,1,0,17
269471,6957,07TX,400,50,TURF,0,0,H1
246375,6958,07VA,1600,50,TURF,0,0,16
246408,6959,07VT,526,20,TURF,0,0,5
246409,6959,07VT,595,20,TURF,0,0,14
269472,6960,07WA,53,53,CONC,0,0,H1
249465,6961,07WI,1500,50,TURF,0,0,9
346212,346208,07WY,2200,50,Turf,0,0,13
341554,341553,07XA,37,37,CON,0,0,H1
269473,6962,07XS,30,30,CONC,0,0,H1
250120,6963,07Y,2850,150,TURF-G,0,0,16
264053,45248,08AK,1200,80,GRVL,0,0,1
332753,332752,08AL,4000,200,Water,0,0,9W
265126,6964,08AR,50,50,CONC,0,0,H1
265127,6965,08AZ,42,42,CONC,0,0,H1
256187,6966,08B,1935,100,TURF-G,1,0,14
265128,6967,08CA,60,60,ASPH,0,0,H1
256508,6968,08CL,2000,50,DIRT,0,0,E
264245,45316,08CN,50,50,CONC,1,0,H1
251459,6969,08CO,2600,75,TURF,0,0,9
247428,6970,08CT,4700,1400,WATER,0,0,1
247914,6971,08F,2584,80,TURF-F,0,0,17
253784,6972,08FA,3390,75,TURF,0,0,9
256091,6973,08FD,4138,104,TURF,0,0,18
249206,6974,08FL,2500,100,TURF,0,0,3
269474,6975,08G,60,56,ASPH-G,0,0,H1
247944,6976,08GA,5000,150,TURF,1,0,3
247959,6977,08ID,2500,60,GRAVEL,0,0,NW
265129,6978,08II,30,30,CONC,0,0,H1
256801,6979,08IL,2200,75,TURF,0,0,9
264168,45416,08IN,5000,1600,WATER,0,0,13W
252718,6980,08IS,1320,70,TURF,0,0,18
249801,6981,08KS,2700,99,GRAVEL,1,0,17
506092,334339,08KT,40,40,CON,0,0,H1
251916,6982,08KY,2500,60,TURF-G,0,0,9
265130,6983,08LA,30,15,TURF,0,0,H1
253307,6984,08LL,2190,100,TURF-G,0,0,18
250625,6985,08LS,2000,60,TURF,0,0,18
248052,6986,08MA,1000,18,ASPH,0,0,4
265131,6987,08MD,45,45,MATS,1,0,H1
251307,6988,08ME,2300,90,TURF-F,0,0,13
265132,6989,08MI,60,60,ROOF-TOP,1,0,H1
255433,6990,08MN,11088,6000,WATER,0,0,18
254746,6991,08MO,2640,50,TURF,0,0,3
254747,6991,08MO,2140,48,TURF,0,0,18
240690,6992,08MS,3725,50,ASPH-TURF,1,0,7
249901,6993,08MT,2600,80,DIRT,0,0,7
252026,6994,08N,2635,120,TURF-G,1,0,7
252690,6995,08NC,3200,50,TURF,0,0,18
256033,6996,08ND,1300,75,TURF,0,0,17
255528,6997,08NE,3000,100,TURF-G,1,0,11
269475,6998,08NH,80,80,CONC,1,0,H1
